TransCode,SppCode_Old,Spp_Total,Mal_Total,SppCode,Updated_Spp
MUD31_20130709_FT04,TAGR,1,0,TAGR,TRUE
MUD31_20140728_FT01,,0,0,PSRE,FALSE
MUD31_20140728_FT02,,16,0,PSRE,FALSE
MUD31_20140728_FT03,,10,0,PSRE,FALSE
MUD31_20140728_FT04,,10,0,TAGR,FALSE
MUD31_20140728_FT05,,10,0,TATO,FALSE
MUD31_20170807_FT01,,25,2,PSRE,FALSE
MUD31_20170807_FT02,,19,2,PSRE,FALSE
MUD34_20100520_FT01,PSRE,10,1,PSRE,TRUE
MUD34_20100520_FT02,PSRE,17,0,PSRE,TRUE
MUD34_2010072_FT02,PSRE,49,0,PSRE,TRUE
MUD34_20100721_FT01,PSRE,41,0,PSRE,TRUE
MUD34_20100721_FT03,PSRE,45,0,PSRE,TRUE
MUD34_20110725_FT01,PSRE,48,0,PSRE,TRUE
MUD34_20110725_FT02,PSRE,69,0,PSRE,TRUE
MUD35_20100720_FT01,PSRE,43,0,PSRE,TRUE
MUD35_20100720_FT02,PSRE,44,0,PSRE,TRUE
MUD35_20100720_FT03,PSRE,16,0,PSRE,TRUE
MUD36_20140731_FT01,,0,0,PSRE,FALSE
MUD36_20140731_FT02,,0,0,PSRE,FALSE
MUD37_20130807_FT01,PSRE,0,0,PSRE,TRUE
MUD37_20130807_FT02,PSRE,0,0,PSRE,TRUE
MUD37_20130807_FT03,TATO,0,0,TATO,TRUE
MUD39_20130806_FT01,TATO,15,0,TATO,TRUE
MUD39_20140730_FT01,,1,1,PSRE,FALSE
MUD39_20140730_FT02,,0,0,PSRE,FALSE
MUD39_20140730_FT03,,10,0,TATO,FALSE
MUD39_20150730_FT01,,0,0,PSRE,FALSE
MUD39_20150730_FT02,,0,0,PSRE,FALSE
MUD39_20150730_FT03,,0,0,PSRE,FALSE
MUD39_20170717_FT01,,0,0,PSRE,FALSE
MUD39_20170717_FT02,,0,0,BUBO,FALSE
MUD39_20180701_FT01,,10,0,PSRE,FALSE
MUD39_20180701_FT02,,0,0,PSRE,FALSE
MUD39_20190624_FT1,,9,0,PSRE,FALSE
MUD39_20190624_FT2,,17,0,PSRE,FALSE
MUD40_20130806_FT01,TATO,15,0,TATO,TRUE
MUD40_20140730_FT01,,0,0,PSRE,FALSE
MUD40_20140730_FT02,,0,0,PSRE,FALSE
MUD40_20140730_FT03,,10,0,TAGR,FALSE
MUD40_20140730_FT04,,10,1,TATO,FALSE
MUD40_20150730_FT01,,1,0,PSRE,FALSE
MUD40_20150730_FT02,,0,0,PSRE,FALSE
MUD40_20160808_FT01,PSRE,0,0,PSRE,FALSE
MUD40_20170706_FT01,,0,0,PSRE,FALSE
MUD40_20180701_FT01,,5,0,PSRE,FALSE
MUD40_20180701_FT02,,6,0,PSRE,FALSE
MUD40_20190624_FT1,,15,0,PSRE,FALSE
MUD40_20190624_FT2,,11,0,PSRE,FALSE
MUD41_20100720_FT01,PSRE,43,1,PSRE,TRUE
MUD41_20100720_FT02,PSRE,51,2,PSRE,TRUE
MUD41_20100720_FT03,PSRE,38,1,PSRE,TRUE
MUD41_20110801_FT01,PSRE,102,10,PSRE,TRUE
MUD41_20130805_FT01,TATO,15,0,TATO,TRUE
MUD41_20130805_FT02,PSRE,0,0,PSRE,TRUE
MUD41_20130805_FT03,PSRE,0,0,PSRE,TRUE
MUD41_20130805_FT04,PSRE,0,0,PSRE,TRUE
MUD41_20140730_FT01,,0,0,PSRE,FALSE
MUD41_20140730_FT02,,10,0,TATO,FALSE
MUD41_20140730_FT03,,0,0,TAGR,FALSE
MUD41_20140730_FT04,,1,0,PSRE,FALSE
MUD41_20140730_FT05,,9,0,PSRE,FALSE
MUD41_20140730_FT06,,0,0,PSRE,FALSE
MUD41_20150730_FT01,,1,0,PSRE,FALSE
MUD41_20170717_FT01,,9,0,PSRE,FALSE
MUD41_20170717_FT02,,1,0,PSRE,FALSE
MUD41_20170717_FT03,,0,0,PSRE,FALSE
MUD41_20170717_FT04,,0,0,PSRE,FALSE
MUD41_20180612_FT01,,12,5,PSRE,FALSE
MUD41_20180612_FT02,,3,1,PSRE,FALSE
MUD41_20180612_FT03,,5,1,PSRE,FALSE
MUD41_20180701_FT01,,13,3,PSRE,FALSE
MUD41_20180701_FT02,,12,3,PSRE,FALSE
MUD41_20190717_FT1,,16,0,PSRE,FALSE
MUD41_20190717_FT2,,6,1,PSRE,FALSE
MUD41_20190717_FT3,,3,0,PSRE,FALSE
MUD46_20100720_FT01,PSRE,4,0,PSRE,TRUE
MUD46_20100720_FT02,PSRE,1,0,PSRE,TRUE
MUD46_20100720_FT03,PSRE,4,0,PSRE,TRUE
MUD46_20130807_FT01,TATO,5,0,TATO,TRUE
MUD46_20130807_FT02,PSRE,2,0,PSRE,TRUE
MUD46_20130807_FT03,PSRE,3,0,PSRE,TRUE
MUD46_20130807_FT04,TAGR,15,0,TAGR,TRUE
MUD46_20140730_FT01,,10,0,TAGR,FALSE
MUD46_20140730_FT02,,1,0,TATO,FALSE
MUD46_20140730_FT03,,1,0,PSRE,FALSE
MUD46_20140730_FT04,,3,0,PSRE,FALSE
MUD46_20150817_FT01,,3,0,PSRE,FALSE
MUD46_20170717_FT01,,0,0,PSRE,FALSE
MUD46_20170717_FT02,,0,0,PSRE,FALSE
MUD46_20170717_FT03,,0,0,PSRE,FALSE
MUD70_20130730_FT02,PSRE,0,0,PSRE,TRUE
MUD70_20130730_FT03,PSRE,0,0,PSRE,TRUE
MUD70_20130730_FT04,TATO,1,0,TATO,TRUE
MUD70_20140716_FT01,,0,0,PSRE,FALSE
MUD74_20090720_FT01,PSRE,4,0,PSRE,TRUE
MUD74_20090720_FT02,PSRE,2,0,PSRE,TRUE
MUD74_20090720_FT02,RADR,1,0,RADR,TRUE
MUD74_20090720_FT03,PSRE,2,0,PSRE,TRUE
MUD74_20090720_FT03,RADR,1,0,RADR,TRUE
MUD74_20090720_FT04,PSRE,13,0,PSRE,TRUE
MUD74_20090720_FT04,RADR,10,0,RADR,TRUE
MUD74_20110725_FT01,PSRE,104,0,PSRE,TRUE
MUD74_20130724_FT01,PSRE,33,0,PSRE,TRUE
MUD74_20130724_FT02,PSRE,33,2,PSRE,TRUE
MUD74_20130724_FT03,PSRE,33,0,PSRE,TRUE
MUD74_20130724_FT04,PSRE,22,0,PSRE,TRUE
MUD74_20140731_FT01,,1,0,PSRE,FALSE
MUD74_20140731_FT02,,1,0,PSRE,FALSE
MUD74_20140731_FT03,,1,0,TATO,FALSE
MUD74_20160806_FT01,PSRE,1,0,PSRE,FALSE
MUD74_20170807_FT01,,2,0,PSRE,FALSE
MUD74_20170807_FT02,,4,0,PSRE,FALSE
MUD74_20170807_FT03,,0,0,PSRE,FALSE
MUD74_20180718_FT01,,9,0,PSRE,FALSE
MUD74_20180718_FT02,,17,1,PSRE,FALSE
MUD74_20180718_FT03,,10,0,PSRE,FALSE
MUD74_20180718_FT04,,8,0,PSRE,FALSE
MUD74_20180718_FT05,,11,1,PSRE,FALSE
MUD74_20190717_FT1,,41,0,PSRE,FALSE
MUD74_20190717_FT2,,42,0,PSRE,FALSE
MUD74_20190717_FT3,,21,0,PSRE,FALSE
MUD77_20130805_FT01,PSRE,0,0,PSRE,TRUE
MUD77_20130805_FT02,PSRE,0,0,PSRE,TRUE
MUD77_20130805_FT03,PSRE,0,0,PSRE,TRUE
MUD77_20140731_FT01,,36,3,PSRE,FALSE
MUD77_20140731_FT02,,18,0,PSRE,FALSE
MUD77_20140731_FT03,,10,0,TATO,FALSE
MUD77_20150730_FT01,,0,0,PSRE,FALSE
MUD77_20150730_FT02,,0,0,PSRE,FALSE
MUD77_20170807_FT01,,4,0,PSRE,FALSE
MUD77_20170807_FT02,,1,0,PSRE,FALSE
MUD77_20170807_FT03,,8,0,PSRE,FALSE
MUD77_20170807_FT04,,0,0,PSRE,FALSE
MUD77_20180604_FT01,,10,0,PSRE,FALSE
MUD77_20180718_FT01,,0,0,PSRE,FALSE
MUD77_20180718_FT02,,0,0,PSRE,FALSE
MUD77_20180718_FT03,,0,0,PSRE,FALSE
MUD77_20180718_FT04,,0,0,PSRE,FALSE
MUD77_20190710_FT1,,77,2,PSRE,FALSE
MUD77_20190710_FT2,,40,0,PSRE,FALSE
MUD85_20100721_FT01,PSRE,12,0,PSRE,TRUE
MUD85_20100721_FT02,PSRE,2,0,PSRE,TRUE
MUD85_20100721_FT03,PSRE,0,0,PSRE,TRUE
MUD97_20090730_FT01,PSRE,32,1,PSRE,TRUE
MUD97_20090730_FT02,PSRE,4,0,PSRE,TRUE
MUD97_20090730_FT03,PSRE,12,0,PSRE,TRUE
MUD97_20090730_FT04,PSRE,4,0,PSRE,TRUE
MUD98_20100702_FT01,PSRE,13,0,PSRE,TRUE
MUD98_20100702_FT02,PSRE,36,1,PSRE,TRUE
MUD98_20100702_FT03,PSRE,38,1,PSRE,TRUE
MUD98_20100702_FT04,PSRE,22,0,PSRE,TRUE
MUDCR_20130624_FT01,PSRE,1,0,PSRE,TRUE
MUDCR_20130624_FT02,PSRE,0,0,PSRE,TRUE
MUDCR_20130624_FT03,PSRE,0,0,PSRE,TRUE
MUDCR_20130624_FT04,TATO,15,2,TATO,TRUE
MUDEF_20130709_FT01,PSRE,0,0,PSRE,TRUE
MUDEF_20130709_FT02,PSRE,1,0,PSRE,TRUE
MUDEF_20140728_FT01,,0,0,PSRE,FALSE
MUDEF_20140728_FT02,,0,0,PSRE,FALSE
MUDEF_20140728_FT03,,0,0,PSRE,FALSE
MUDEF_20170807_FT01,,6,0,PSRE,FALSE
MUDEF_20170807_FT02,,19,2,PSRE,FALSE
MUDEF_20180701_FT01,,5,0,PSRE,FALSE
MUDEF_20180701_FT02,,35,3,PSRE,FALSE
MUDEF_20190717_FT1,,5,0,PSRE,FALSE
MUDEF_20190717_FT2,,4,0,PSRE,FALSE
MUDEF_20190717_FT3,,2,0,PSRE,FALSE
MUDLG_20130709_FT01,PSRE,1,0,PSRE,TRUE
MUDLG_20130709_FT02,PSRE,1,0,PSRE,TRUE
MUDLG_20130709_FT03,PSRE,1,0,PSRE,TRUE
MUDLG_20140728_FT01,,0,0,PSRE,FALSE
MUDLG_20140728_FT02,,0,0,PSRE,FALSE
MUDLG_20140728_FT03,,0,0,PSRE,FALSE
MUDLG_20160628_FT01,PSRE,13,0,PSRE,FALSE
MUDLG_20160628_FT02,TATO,4,0,TATO,FALSE
MUDLG_20160801_FT01,PSRE,4,0,PSRE,FALSE
MUDLG_20170807_FT01,,0,0,PSRE,FALSE
MUDLG_20170807_FT02,,0,0,PSRE,FALSE
MUDRS_20130624_FT01,PSRE,69,0,PSRE,TRUE
MUDRS_20130624_FT02,PSRE,0,0,PSRE,TRUE
MUDRS_20140728_FT01,,68,5,PSRE,FALSE
MUDRS_20140728_FT02,,19,0,PSRE,FALSE
MUDRS_20140728_FT03,,28,0,PSRE,FALSE
MUDRS_20140728_FT04,,10,0,TAGR,FALSE
MUDRS_20140728_FT05,,10,0,TATO,FALSE
MUDRS_20170717_FT01,,29,0,PSRE,FALSE
MUDRS_20170717_FT02,,19,0,PSRE,FALSE
MUDRS_20180701_FT01,,77,0,PSRE,FALSE
MUDRS_20180701_FT02,,79,1,PSRE,FALSE
MUDRS_20190717_FT1,,58,0,PSRE,FALSE
MUDRS_20190717_FT2,,42,1,PSRE,FALSE
NBC01_20160815_FT01,PSRE,57,7,PSRE,FALSE
NBOR_20100712_FT01,PSRE,51,3,PSRE,TRUE
NBOR_20100712_FT02,PSRE,41,0,PSRE,TRUE
NBOR_20100712_FT03,PSRE,28,0,PSRE,TRUE
NBOR_20110629_FT01,PSRE,33,0,PSRE,TRUE
NewtonCL_20090715_FT01,RADR,22,0,RADR,TRUE
NewtonCL_20090715_FT02,RADR,34,0,RADR,TRUE
NewtonCL_20090715_FT03,RADR,12,0,RADR,TRUE
NoNameCL_20090715_FT01,PSRE,9,1,PSRE,TRUE
NoNameCL_20090715_FT02,RACA,10,0,RACA,TRUE
NorthGCP_20090708_FT01,PSRE,30,1,PSRE,TRUE
NorthGCP_20090708_FT02,PSRE,25,1,PSRE,TRUE
NorthGCP_20110731_FT01,PSRE,115,2,PSRE,TRUE
NorthGCP_20140520_FT01,,48,0,BUBO,FALSE
NorthGCP_20140701_FT01,,20,2,PSRE,FALSE
NorthGCP_20140701_FT02,,23,1,PSRE,FALSE
NORTHGCP_20140701_FT03,,41,0,PSRE,FALSE
NORTHGCP_20140701_FT04,,19,0,PSRE,FALSE
NORTHGCP_20140701_FT05,,11,0,PSRE,FALSE
NorthGCP_20150511_FT02,,50,1,BUBO,FALSE
NorthGCP_20150709_FT01,,30,3,PSRE,FALSE
NorthGCP_20150709_FT03,,89,3,PSRE,FALSE
NorthGCP_20170810_FT01,,19,0,PSRE,FALSE
NorthGCP_20170810_FT02,,32,3,PSRE,FALSE
NorthGCP_20180523_FT01,,62,0,BUBO,FALSE
NORTHGCP_20180630_FT01,,109,0,PSRE,FALSE
NORTHGCP_20180630_FT02,,19,0,PSRE,FALSE
NORTHGCP_20190716_FT1,,59,0,PSRE,FALSE
NORTHGCP_20190716_FT2,,51,0,PSRE,FALSE
NTalkGCP_20090708_FT01,PSRE,47,2,PSRE,TRUE
NTalkGCP_20090708_FT02,PSRE,48,1,PSRE,TRUE
NTalkGCP_20090708_FT03,PSRE,22,2,PSRE,TRUE
NTalkGCP_20110802_FT01,PSRE,100,2,PSRE,TRUE
NTalkGCP_20110802_FT02,PSRE,102,3,PSRE,TRUE
NTalkGCP_20110803_FT03,RACA,0,0,RACA,TRUE
NTalkGCP_20110803_FT04,RACA,1,0,RACA,TRUE
NTalkGCP_20120724_FT01,PSRE,34,0,PSRE,TRUE
NTalkGCP_20120724_FT02,PSRE,98,0,PSRE,TRUE
NTalkGCP_20120724_FT03,BUBO,7,0,BUBO,TRUE
NTalkGCP_20130716_FT01,BUBO,41,0,BUBO,TRUE
NTalkGCP_20130716_FT02,PSRE,3,1,PSRE,TRUE
NTalkGCP_20130716_FT03,PSRE,3,0,PSRE,TRUE
NTalkGCP_20130716_FT04,BUBO,1,0,BUBO,TRUE
NTALKGCP_20140701_FT01,,0,0,RADR,FALSE
NTALKGCP_20140701_FT02,,0,0,BUBO,FALSE
NTALKGCP_20140701_FT03,,11,0,PSRE,FALSE
NTALKGCP_20140701_FT04,,0,0,PSRE,FALSE
NTalkGCP_20150709_FT01,,57,3,PSRE,FALSE
NTalkGCP_20160616_FT01,BUBO,55,2,BUBO,FALSE
NTalkGCP_20160616_FT02,BUBO,31,0,BUBO,FALSE
NTalkGCP_20160720_FT01,PSRE,135,0,PSRE,FALSE
NTalkGCP_20170720_FT01,,10,0,PSRE,FALSE
NTALKGCP_20180630_FT01,,8,0,PSRE,FALSE
NTALKGCP_20180630_FT02,,3,0,PSRE,FALSE
NTALKGCP_20180630_FT03,,25,0,BUBO,FALSE
NTALKGCP_20180630_FT04,,4,0,BUBO,FALSE
NTALKGCP_20190618_FT1,,1,0,BUBO,FALSE
NTALKGCP_20190708_FT1,,16,1,PSRE,FALSE
NTALKGCP_20190708_FT2,,8,0,PSRE,FALSE
NTALKGCP_20190708_FT3,,14,2,PSRE,FALSE
NTALKGCP_20190708_FT4,,13,0,PSRE,FALSE
OHPND003_20090724_FT01,BUBO,2,0,BUBO,TRUE
OHPND003_20090724_FT01,PSRE,26,3,PSRE,TRUE
OHPND003_20090724_FT02,BUBO,1,0,BUBO,TRUE
OHPND003_20090724_FT02,PSRE,33,5,PSRE,TRUE
OHPND003_20090724_FT03,PSRE,33,4,PSRE,TRUE
OHPND003_20090724_FT04,BUBO,3,0,BUBO,TRUE
OHPND003_20090724_FT04,PSRE,48,2,PSRE,TRUE
OHPND007_20100707_FT01,PSRE,50,1,PSRE,TRUE
OHPND007_20100707_FT02,PSRE,0,2,PSRE,TRUE
OHPND008_20100707_FT01,PSRE,81,1,PSRE,TRUE
OHPND008_20100707_FT02,PSRE,46,3,PSRE,TRUE
OHPND010_20090724_FT01,BUBO,2,0,BUBO,TRUE
OHPND010_20090724_FT01,PSRE,27,3,PSRE,TRUE
OHPND010_20090724_FT02,BUBO,11,1,BUBO,TRUE
OHPND010_20090724_FT02,PSRE,43,6,PSRE,TRUE
OHPND010_20090724_FT03,BUBO,11,0,BUBO,TRUE
OHPND010_20090724_FT03,PSRE,47,2,PSRE,TRUE
OHPND010_20100715_FT01,PSRE,121,7,PSRE,TRUE
OHPND010_20110807_FT01,PSRE,15,0,PSRE,TRUE
OHPND010_20110807_FT02,PSRE,30,1,PSRE,TRUE
OHPND010_20110807_FT03,PSRE,13,0,PSRE,TRUE
OHPND019_20090724_FT01,PSRE,26,0,PSRE,TRUE
OHPND019_20090724_FT02,PSRE,20,0,PSRE,TRUE
OHPND019_20090724_FT03,PSRE,26,1,PSRE,TRUE
OHPND021_20100707_FT01,BUBO,12,0,BUBO,TRUE
OHPND021_20100707_FT01,PSRE,39,0,PSRE,TRUE
OHPND021_20100707_FT02,BUBO,12,0,BUBO,TRUE
OHPND021_20100707_FT02,PSRE,52,1,PSRE,TRUE
OHPND021_20110807_FT01,BUBO,101,1,BUBO,TRUE
OHPND021_20110807_FT02,PSRE,98,1,PSRE,TRUE
OHPND025_20100708_FT01,PSRE,38,0,PSRE,TRUE
OHPND025_20100708_FT02,PSRE,46,0,PSRE,TRUE
OHPND025_20100708_FT03,PSRE,26,0,PSRE,TRUE
OHPND026_20100706_FT01,PSRE,20,0,PSRE,TRUE
OHPND026_20100719_ft01,PSRE,28,2,PSRE,TRUE
OHPND026_20110808_FT01,PSRE,35,1,PSRE,TRUE
OHPND026_20110808_FT02,PSRE,18,0,PSRE,TRUE
OHPND027_20100706_FT01,PSRE,63,1,PSRE,TRUE
OHPND027_20100706_FT02,PSRE,27,0,PSRE,TRUE
OHPND027_20100706_FT03,PSRE,13,0,PSRE,TRUE
OHPND027_20110808_FT01,PSRE,35,0,PSRE,TRUE
OHPND027_20110808_FT02,PSRE,8,0,PSRE,TRUE
OHPND027_20110808_FT03,PSRE,7,0,PSRE,TRUE
OHPND032_20100708_FT01,PSRE,62,3,PSRE,TRUE
OHPND032_20100708_FT02,PSRE,56,1,PSRE,TRUE
OHPND032_20110809_FT01,PSRE,3,1,PSRE,TRUE
OHPND032_20110809_FT02,PSRE,3,0,PSRE,TRUE
OHPND034_20100706_FT01,PSRE,27,0,PSRE,TRUE
OHPND034_20100706_FT02,PSRE,53,3,PSRE,TRUE
OHPND034_20110630_FT01,PSRE,14,1,PSRE,TRUE
OHPND034_20110630_FT02,PSRE,14,2,PSRE,TRUE
OHPND034_20110630_FT03,PSRE,2,1,PSRE,TRUE
OHPND038_20090707_FT01,PSRE,0,0,PSRE,TRUE
OHPND038_20090707_FT02,PSRE,0,0,PSRE,TRUE
OHPND039_20090707_FT01,PSRE,20,0,PSRE,TRUE
OHPND039_20090707_FT02,BUBO,2,0,BUBO,TRUE
OHPND039_20090707_FT02,PSRE,4,1,PSRE,TRUE
OHPND039_20090707_FT03,BUBO,3,0,BUBO,TRUE
OHPND039_20090707_FT03,PSRE,6,0,PSRE,TRUE
OHPND047_20100706_FT01,PSRE,81,1,PSRE,TRUE
OHPND047_20100706_FT02,PSRE,37,1,PSRE,TRUE
OHPND047_20100706_FT03,PSRE,20,0,PSRE,TRUE
OHPND048_20100708_FT01,PSRE,25,1,PSRE,TRUE
OHPND048_20100708_FT02,PSRE,28,1,PSRE,TRUE
OHPND048_20100708_FT03,PSRE,45,2,PSRE,TRUE
OHPND048_20110808_FT01,RADR,23,0,RADR,TRUE
OHPND052_20090707_FT01,PSRE,15,0,PSRE,TRUE
OHPND052_20090707_FT02,PSRE,16,0,PSRE,TRUE
OHPND052_20090707_FT03,PSRE,24,0,PSRE,TRUE
OR-ANDYS_20050910_FT01,PSRE,68,20,PSRE,TRUE
OR-ANDYS_20100708_FT01,PSRE,51,1,PSRE,TRUE
OR-ANDYS_20100708_FT02,PSRE,50,0,PSRE,TRUE
OR-BARRY_20100629_FT01,PSRE,45,0,PSRE,TRUE
OR-BARRY_20100629_FT02,PSRE,55,3,PSRE,TRUE
OR-BARRY_20100710_FT01,PSRE,40,3,PSRE,TRUE
OR-BARRY_20100710_FT02,PSRE,45,7,PSRE,TRUE
OR-BARRY_20100710_FT03,PSRE,31,1,PSRE,TRUE
OR-BCE04_20100708_FT01,PSRE,49,5,PSRE,TRUE
OR-BCE04_20100708_FT02,RAAU,53,0,RAAU,TRUE
OR-BCE11_20130625_FT01,PSRE,10,0,PSRE,FALSE
OR-BCE11_20130625_FT02,RAAU,10,0,RAAU,FALSE
OR-BCE11_20130722_FT01,,10,0,RAAU,FALSE
OR-BCE11_20140707_FT01,,10,0,PSRE,FALSE
OR-BCE11_20140707_FT02,,11,0,RAAU,FALSE
OR-BCE11_20140707_FT03,,10,0,AMBY,FALSE
OR-BCE11_20140718_FT01,,13,0,PSRE,FALSE
OR-BCE11_20140718_FT02,,17,0,RAAU,FALSE
OR-BCE11_20140718_FT03,,7,0,AMBY,FALSE
OR-BCE11_20150605_FT01,,10,0,RAAU,FALSE
OR-BCE11_20150605_FT02,,14,0,PSRE,FALSE
OR-BCE11_20150605_FT03,,11,0,AMSP,FALSE
OR-BCE11_20150718_FT01,,10,0,PSRE,FALSE
OR-BCE11_20150718_FT02,,8,1,RAAU,FALSE
OR-BCE11_2016023_FT01,,13,0,RAAU,FALSE
OR-BCE11_2016023_FT02,,13,0,PSRE,FALSE
OR-BCE11_2016023_FT03,,13,0,AMSP,FALSE
OR-BCE11_20160714_FT01,,10,0,PSRE,FALSE
OR-BCE11_20160714_FT02,,10,0,RAAU,FALSE
OR-BCE11_20160714_FT03,,10,0,AMSP,FALSE
OR-BCE11_20170605_FT01,,12,0,PSRE,FALSE
OR-BCE11_20170605_FT02,,12,0,AMSP,FALSE
OR-BCE11_20170619_FT01,,10,0,PSRE,FALSE
OR-BCE11_20170619_FT02,,10,0,AMSP,FALSE
OR-BCE11_20170705_FT01,,12,0,PSRE,FALSE
OR-BCE11_20170705_FT02,,12,0,RAAU,FALSE
OR-BCE11_20170705_FT03,,12,0,AMSP,FALSE
OR-CARM_20100703_FT01,PSRE,12,0,PSRE,TRUE
OR-CARM_20100703_FT02,PSRE,12,1,PSRE,TRUE
OR-CATLE_20100702_FT01,PSRE,7,0,PSRE,TRUE
OR-CATLE_20100702_FT02,PSRE,7,0,PSRE,TRUE
OR-DEMP_20100704_FT01,PSRE,4,0,PSRE,TRUE
OR-DEMP_20100704_FT02,PSRE,31,0,PSRE,TRUE
OR-DIX01_20100704_FT01,PSRE,15,0,PSRE,TRUE
OR-DIX01_20100704_FT02,PSRE,2,0,PSRE,TRUE
OR-DIX02_20100704_FT01,PSRE,67,0,PSRE,TRUE
OR-DIX02_20100704_FT02,PSRE,16,1,PSRE,TRUE
OR-DOG_20100630_FT01,PSRE,7,0,PSRE,TRUE
OR-DOG_20100630_FT02,PSRE,57,0,PSRE,TRUE
OR-DOG_20100630_FT03,PSRE,13,0,PSRE,TRUE
OR-DWALT_20100628_FT01,PSRE,40,3,PSRE,TRUE
OR-DWALT_20100628_FT02,PSRE,18,4,PSRE,TRUE
OR-DWALT_20100628_FT03,PSRE,71,2,PSRE,TRUE
OR-DWAMA_20100628_FT01,PSRE,35,1,PSRE,TRUE
OR-DWAMA_20100628_FT02,PSRE,52,1,PSRE,TRUE
OR-FANNO_20100709_FT01,PSRE,46,0,PSRE,TRUE
OR-FANNO_20100709_FT02,PSRE,40,0,PSRE,TRUE
OR-FANNO_20100709_FT03,PSRE,31,0,PSRE,TRUE
OR-FLOR_20150718_FT01,,10,0,PSRE,FALSE
OR-FLOR_2016023_FT01,,2,0,PSRE,FALSE
OR-FLOR_20160608_FT01,,25,0,PSRE,FALSE
OR-FLOR_20160608_FT02,,25,0,AMMA,FALSE
OR-FLOR_20170605_FT01,,12,0,PSRE,FALSE
OR-FLOR_20170605_FT02,,12,0,AMMA,FALSE
OR-FLOR_20170619_FT01,,10,0,PSRE,FALSE
OR-FLOR_20170619_FT02,,10,0,AMMA,FALSE
OR-JACK_20100628_FT01,PSRE,12,0,PSRE,TRUE
OR-JACK_20100628_FT02,PSRE,13,0,PSRE,TRUE
OR-KELLY_20130722_FT01,,60,12,RAAU,FALSE
OR-MBE_20130722,,4,3,PSRE,FALSE
OR-MHCC_20100708_FT01,PSRE,47,6,PSRE,TRUE
OR-MHCC_20100708_FT02,PSRE,3,0,PSRE,TRUE
OR-MHCC_20100708_FT03,RAAU,2,0,RAAU,TRUE
OR-MOBSA_20100705_FT01,PSRE,84,0,PSRE,TRUE
OR-MOBSA_20100705_FT02,PSRE,64,0,PSRE,TRUE
OR-MOONY_20100705_FT01,PSRE,103,0,PSRE,TRUE
OR-P156G_20130605_FT01,PSRE,10,10,PSRE,TRUE
OR-P156G_20130605_FT01,RAAU,13,0,RAAU,TRUE
OR-P156G_20130625_FT01,PSRE,75,3,PSRE,TRUE
OR-P156G_20130625_FT01,RAAU,0,0,RAAU,TRUE
OR-P156G_20130822_FT01,RACA,10,2,RACA,TRUE
OR-P156G_20140707_FT01,,10,0,PSRE,FALSE
OR-P156G_20140707_FT02,,10,0,RAAU,FALSE
OR-P156G_20140707_FT03,,10,0,AMBY,FALSE
OR-P156G_20140718_FT01,,4,2,PSRE,FALSE
OR-P156G_20140718_FT02,,1,0,RAAU,FALSE
OR-P156G_20140718_FT03,,10,0,AMBY,FALSE
OR-P156G_20150605_FT01,,10,0,AMSP,FALSE
OR-P156G_20150605_FT02,,9,0,RAAU,FALSE
OR-P156G_20150605_FT03,,10,0,PSRE,FALSE
OR-P156G_20150713_FT01,,1,0,PSRE,FALSE
OR-P156G_20150713_FT02,,3,0,RAAU,FALSE
OR-P156G_2016023_FT01,,13,0,RAAU,FALSE
OR-P156G_2016023_FT02,,13,0,PSRE,FALSE
OR-P156G_2016023_FT03,,13,0,AMSP,FALSE
OR-P156G_20160714_FT01,,10,0,AMSP,FALSE
OR-P156G_20160714_FT02,,10,0,RAAU,FALSE
OR-P156G_20170605_FT01,,12,0,PSRE,FALSE
OR-P156G_20170605_FT02,,12,0,AMSP,FALSE
OR-P156G_20170619_FT01,,10,0,PSRE,FALSE
OR-P156G_20170619_FT02,,10,0,AMSP,FALSE
OR-P156G_20170619_FT03,,10,0,RAAU,FALSE
OR-P156G_20170705_FT01,,12,0,PSRE,FALSE
OR-P156G_20170705_FT02,,9,0,RAAU,FALSE
OR-P156G_20170705_FT03,,12,0,AMSP,FALSE
OR-PADLE_20100630_FT01,PSRE,15,0,PSRE,TRUE
OR-PIN02_20100706_FT01,PSRE,34,0,PSRE,TRUE
OR-PIN02_20100706_FT02,PSRE,35,0,PSRE,TRUE
OR-PIN1B_20100706_FT01,PSRE,3,0,PSRE,TRUE
OR-PIN1B_20100706_FT02,PSRE,13,0,PSRE,TRUE
OR-PIN1B_20100706_FT03,PSRE,7,0,PSRE,TRUE
OR-PIN1B_20100706_FT04,PSRE,8,0,PSRE,TRUE
OR-PN4.1_20100706_FT01,PSRE,53,0,PSRE,TRUE
OR-PN4.2_20100706_FT01,PSRE,40,0,PSRE,TRUE
OR-SLDEE_20100830_FT01,PSRE,36,1,PSRE,TRUE
OR-SLDEE_20100830_FT02,PSRE,57,2,PSRE,TRUE
OR-SLDEE_20100830_FT03,RACA,2,0,RACA,TRUE
OR-SLNOR_20100831_FT01,PSRE,59,0,PSRE,TRUE
OR-SLNOR_20100831_FT02,PSRE,48,0,PSRE,TRUE
OR-SPYGL_20100709_FT01,PSRE,5,1,PSRE,TRUE
OR-SPYGL_20100709_FT01,RAAU,1,0,RAAU,TRUE
OR-SPYGL_20100709_FT02,PSRE,4,1,PSRE,TRUE
